code_module,code_presentation,id_student,gender,region,highest_education,age_band,num_of_prev_attempts,studied_credits,disability,final_result,assessment_type,date_submitted,sum_click
BBB,2013B,2685831,F,Wales,No Formal quals,0-35,0,60,N,Pass,CMA,126.8,840
BBB,2013B,2685831,F,Wales,No Formal quals,0-35,0,60,N,Pass,TMA,104.6666667,840
BBB,2013B,2692384,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass,CMA,126.8,975
BBB,2013B,2692384,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass,TMA,102.1666667,975
BBB,2013J,23798,M,Wales,A Level or Equivalent,0-35,0,60,N,Distinction,CMA,133.8,590
BBB,2013J,23798,M,Wales,A Level or Equivalent,0-35,0,60,N,Distinction,TMA,109.3333333,590
BBB,2013J,27759,M,North Western Region,Lower Than A Level,35-55,0,120,Y,Fail,CMA,133.8,366
BBB,2013J,27759,M,North Western Region,Lower Than A Level,35-55,0,120,Y,Fail,TMA,110.5,366
BBB,2013J,30091,F,South West Region,A Level or Equivalent,0-35,0,60,Y,Pass,CMA,133.8,1332
BBB,2013J,30091,F,South West Region,A Level or Equivalent,0-35,0,60,Y,Pass,TMA,108.4,1332
BBB,2013J,31849,F,South West Region,Lower Than A Level,35-55,0,120,N,Pass,CMA,133.8,1179
BBB,2013J,31849,F,South West Region,Lower Than A Level,35-55,0,120,N,Pass,TMA,112.5,1179
BBB,2013J,37622,F,Scotland,HE Qualification,0-35,1,120,N,Pass,CMA,153.25,470
BBB,2013J,37622,F,Scotland,HE Qualification,0-35,1,120,N,Pass,TMA,112.3333333,470
BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,119,94
BBB,2013J,38234,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,90.25,94
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,35-55,0,120,N,Pass,CMA,133.8,1829
BBB,2013J,48040,F,East Midlands Region,A Level or Equivalent,35-55,0,120,N,Pass,TMA,111.6666667,1829
BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,434
BBB,2013J,48503,F,West Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,105.4,434
BBB,2013J,52797,F,South West Region,Lower Than A Level,35-55,1,60,N,Pass,CMA,133.8,1117
BBB,2013J,52797,F,South West Region,Lower Than A Level,35-55,1,60,N,Pass,TMA,112.6666667,1117
BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,35-55,1,90,N,Pass,CMA,114.75,1540
BBB,2013J,52899,F,East Midlands Region,Lower Than A Level,35-55,1,90,N,Pass,TMA,77,1540
BBB,2013J,55026,F,London Region,A Level or Equivalent,35-55,0,60,Y,Pass,CMA,141.75,283
BBB,2013J,55026,F,London Region,A Level or Equivalent,35-55,0,60,Y,Pass,TMA,94,283
BBB,2013J,56789,F,South East Region,A Level or Equivalent,35-55,1,60,N,Pass,CMA,133.8,379
BBB,2013J,56789,F,South East Region,A Level or Equivalent,35-55,1,60,N,Pass,TMA,109.3333333,379
BBB,2013J,57079,F,London Region,Lower Than A Level,35-55,0,60,N,Fail,CMA,133.8,776
BBB,2013J,57079,F,London Region,Lower Than A Level,35-55,0,60,N,Fail,TMA,91.2,776
BBB,2013J,63044,F,London Region,Lower Than A Level,0-35,1,120,N,Fail,CMA,79,231
BBB,2013J,63044,F,London Region,Lower Than A Level,0-35,1,120,N,Fail,TMA,58.66666667,231
BBB,2013J,68556,F,South East Region,HE Qualification,0-35,0,60,N,Fail,CMA,102,98
BBB,2013J,68556,F,South East Region,HE Qualification,0-35,0,60,N,Fail,TMA,62.33333333,98
BBB,2013J,73489,F,South Region,HE Qualification,0-35,0,120,N,Pass,CMA,133.8,1845
BBB,2013J,73489,F,South Region,HE Qualification,0-35,0,120,N,Pass,TMA,110.3333333,1845
BBB,2013J,74585,F,Wales,A Level or Equivalent,35-55,0,60,N,Distinction,CMA,133.8,7811
BBB,2013J,74585,F,Wales,A Level or Equivalent,35-55,0,60,N,Distinction,TMA,108,7811
BBB,2013J,80717,F,South West Region,Lower Than A Level,35-55,0,60,N,Distinction,CMA,133.8,3699
BBB,2013J,80717,F,South West Region,Lower Than A Level,35-55,0,60,N,Distinction,TMA,107,3699
BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Pass,CMA,133.8,474
BBB,2013J,84812,F,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Pass,TMA,110.1666667,474
BBB,2013J,86291,F,Wales,HE Qualification,35-55,1,60,N,Fail,CMA,133.8,128
BBB,2013J,86291,F,Wales,HE Qualification,35-55,1,60,N,Fail,TMA,125,128
BBB,2013J,90243,F,Wales,HE Qualification,35-55,0,60,N,Pass,CMA,133.8,1084
BBB,2013J,90243,F,Wales,HE Qualification,35-55,0,60,N,Pass,TMA,110.3333333,1084
BBB,2013J,96475,M,South East Region,Lower Than A Level,0-35,0,180,N,Pass,CMA,97,207
BBB,2013J,96475,M,South East Region,Lower Than A Level,0-35,0,180,N,Pass,TMA,73.75,207
BBB,2013J,97567,F,Wales,HE Qualification,35-55,0,60,N,Pass,CMA,133.8,471
BBB,2013J,97567,F,Wales,HE Qualification,35-55,0,60,N,Pass,TMA,111.6666667,471
BBB,2013J,98268,F,Scotland,HE Qualification,35-55,0,60,N,Pass,CMA,133.8,770
BBB,2013J,98268,F,Scotland,HE Qualification,35-55,0,60,N,Pass,TMA,110.1666667,770
BBB,2013J,98720,F,London Region,Lower Than A Level,35-55,0,60,Y,Pass,CMA,133.8,439
BBB,2013J,98720,F,London Region,Lower Than A Level,35-55,0,60,Y,Pass,TMA,114.3333333,439
BBB,2013J,105527,F,Scotland,HE Qualification,35-55,0,120,N,Pass,CMA,133.8,993
BBB,2013J,105527,F,Scotland,HE Qualification,35-55,0,120,N,Pass,TMA,112.6666667,993
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,0-35,0,60,Y,Pass,CMA,133.8,385
BBB,2013J,105851,F,West Midlands Region,A Level or Equivalent,0-35,0,60,Y,Pass,TMA,152.4,385
BBB,2013J,105883,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,4022
BBB,2013J,105883,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,108.3333333,4022
BBB,2013J,106588,F,Scotland,A Level or Equivalent,35-55,0,60,N,Distinction,CMA,133.8,981
BBB,2013J,106588,F,Scotland,A Level or Equivalent,35-55,0,60,N,Distinction,TMA,109.8333333,981
BBB,2013J,108118,F,South Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,114.75,396
BBB,2013J,108118,F,South Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,72,396
BBB,2013J,108760,F,London Region,Lower Than A Level,35-55,3,60,N,Fail,CMA,133.8,846
BBB,2013J,108760,F,London Region,Lower Than A Level,35-55,3,60,N,Fail,TMA,96,846
BBB,2013J,109372,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,1450
BBB,2013J,109372,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,109.6666667,1450
BBB,2013J,111942,F,South West Region,A Level or Equivalent,35-55,0,120,N,Pass,CMA,133.8,1853
BBB,2013J,111942,F,South West Region,A Level or Equivalent,35-55,0,120,N,Pass,TMA,112.6666667,1853
BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,0-35,2,60,N,Pass,CMA,133.8,167
BBB,2013J,119898,F,West Midlands Region,Lower Than A Level,0-35,2,60,N,Pass,TMA,110.3333333,167
BBB,2013J,123716,M,North Region,Lower Than A Level,0-35,0,90,N,Pass,CMA,133.8,1068
BBB,2013J,123716,M,North Region,Lower Than A Level,0-35,0,90,N,Pass,TMA,107.8333333,1068
BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Pass,CMA,133.8,1520
BBB,2013J,124909,M,Yorkshire Region,Lower Than A Level,35-55,0,60,N,Pass,TMA,109.3333333,1520
BBB,2013J,128386,M,South Region,Lower Than A Level,35-55,0,60,N,Fail,CMA,79,66
BBB,2013J,128386,M,South Region,Lower Than A Level,35-55,0,60,N,Fail,TMA,47,66
BBB,2013J,128889,F,South Region,A Level or Equivalent,35-55,1,120,N,Pass,CMA,133.8,9524
BBB,2013J,128889,F,South Region,A Level or Equivalent,35-55,1,120,N,Pass,TMA,109.8333333,9524
BBB,2013J,131051,F,Scotland,Lower Than A Level,0-35,3,60,N,Pass,CMA,133.8,999
BBB,2013J,131051,F,Scotland,Lower Than A Level,0-35,3,60,N,Pass,TMA,108.2,999
BBB,2013J,134563,F,Scotland,Lower Than A Level,0-35,2,60,N,Pass,CMA,133.8,5183
BBB,2013J,134563,F,Scotland,Lower Than A Level,0-35,2,60,N,Pass,TMA,112.6666667,5183
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Fail,CMA,133.8,575
BBB,2013J,138289,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Fail,TMA,109.5,575
BBB,2013J,138920,F,Wales,Lower Than A Level,0-35,1,60,N,Fail,CMA,79,437
BBB,2013J,138920,F,Wales,Lower Than A Level,0-35,1,60,N,Fail,TMA,63.33333333,437
BBB,2013J,139549,F,Scotland,Lower Than A Level,0-35,1,60,Y,Pass,CMA,133.8,286
BBB,2013J,139549,F,Scotland,Lower Than A Level,0-35,1,60,Y,Pass,TMA,111.8333333,286
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,0-35,1,60,N,Pass,CMA,133.8,878
BBB,2013J,141949,F,East Anglian Region,Lower Than A Level,0-35,1,60,N,Pass,TMA,108.5,878
BBB,2013J,146165,F,Wales,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,167
BBB,2013J,146165,F,Wales,A Level or Equivalent,35-55,0,60,N,Pass,TMA,110.6666667,167
BBB,2013J,146600,F,Ireland,Lower Than A Level,0-35,0,120,N,Pass,CMA,133.8,324
BBB,2013J,146600,F,Ireland,Lower Than A Level,0-35,0,120,N,Pass,TMA,80.5,324
BBB,2013J,151800,F,Wales,Lower Than A Level,0-35,0,60,N,Fail,CMA,79,85
BBB,2013J,151800,F,Wales,Lower Than A Level,0-35,0,60,N,Fail,TMA,32,85
BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,0-35,3,60,N,Fail,CMA,133.8,909
BBB,2013J,151917,F,West Midlands Region,A Level or Equivalent,0-35,3,60,N,Fail,TMA,110.8333333,909
BBB,2013J,153704,F,West Midlands Region,Lower Than A Level,0-35,2,60,N,Fail,TMA,131,165
BBB,2013J,154011,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,133.8,681
BBB,2013J,154011,F,South East Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,102.6666667,681
BBB,2013J,156311,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,575
BBB,2013J,156311,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,111.5,575
BBB,2013J,157060,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,302
BBB,2013J,157060,F,East Midlands Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,93,302
BBB,2013J,157795,M,Yorkshire Region,Lower Than A Level,35-55,1,60,N,Pass,CMA,133.8,1519
BBB,2013J,157795,M,Yorkshire Region,Lower Than A Level,35-55,1,60,N,Pass,TMA,99.6,1519
BBB,2013J,161491,F,Scotland,A Level or Equivalent,0-35,0,120,N,Distinction,CMA,133.8,970
BBB,2013J,161491,F,Scotland,A Level or Equivalent,0-35,0,120,N,Distinction,TMA,111.5,970
BBB,2013J,169213,F,London Region,A Level or Equivalent,0-35,1,60,N,Pass,CMA,133.8,332
BBB,2013J,169213,F,London Region,A Level or Equivalent,0-35,1,60,N,Pass,TMA,110.3333333,332
BBB,2013J,174222,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,114.75,701
BBB,2013J,174222,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,89.2,701
BBB,2013J,174440,F,Wales,Lower Than A Level,0-35,0,60,N,Fail,CMA,79,196
BBB,2013J,174440,F,Wales,Lower Than A Level,0-35,0,60,N,Fail,TMA,36.5,196
BBB,2013J,174487,F,South Region,Lower Than A Level,0-35,1,60,N,Pass,CMA,133.8,434
BBB,2013J,174487,F,South Region,Lower Than A Level,0-35,1,60,N,Pass,TMA,111,434
BBB,2013J,178738,F,East Anglian Region,HE Qualification,0-35,1,60,N,Fail,CMA,79,161
BBB,2013J,178738,F,East Anglian Region,HE Qualification,0-35,1,60,N,Fail,TMA,27,161
BBB,2013J,178963,M,South West Region,A Level or Equivalent,0-35,0,120,Y,Pass,CMA,134,118
BBB,2013J,178963,M,South West Region,A Level or Equivalent,0-35,0,120,Y,Pass,TMA,113,118
BBB,2013J,179254,F,South East Region,Lower Than A Level,0-35,1,60,N,Fail,CMA,79,45
BBB,2013J,179254,F,South East Region,Lower Than A Level,0-35,1,60,N,Fail,TMA,39,45
BBB,2013J,182661,F,South Region,Lower Than A Level,35-55,3,60,N,Pass,CMA,102,26
BBB,2013J,188026,F,Wales,HE Qualification,0-35,1,120,N,Fail,CMA,133.8,444
BBB,2013J,188026,F,Wales,HE Qualification,0-35,1,120,N,Fail,TMA,113.3333333,444
BBB,2013J,189095,F,Scotland,Lower Than A Level,0-35,1,60,N,Fail,CMA,79,904
BBB,2013J,189095,F,Scotland,Lower Than A Level,0-35,1,60,N,Fail,TMA,33,904
BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass,CMA,133.8,886
BBB,2013J,191269,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass,TMA,110.1666667,886
BBB,2013J,193215,F,South East Region,A Level or Equivalent,0-35,0,120,N,Fail,CMA,56,307
BBB,2013J,193215,F,South East Region,A Level or Equivalent,0-35,0,120,N,Fail,TMA,36,307
BBB,2013J,195096,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass,CMA,114.75,411
BBB,2013J,195096,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass,TMA,111.8333333,411
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,0-35,1,60,N,Distinction,CMA,133.8,428
BBB,2013J,195938,F,West Midlands Region,A Level or Equivalent,0-35,1,60,N,Distinction,TMA,110.8333333,428
BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,0-35,1,150,N,Pass,CMA,133.8,330
BBB,2013J,197240,F,Yorkshire Region,A Level or Equivalent,0-35,1,150,N,Pass,TMA,100.4,330
BBB,2013J,197412,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,134,716
BBB,2013J,197412,F,North Western Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,103.8,716
BBB,2013J,197759,F,South East Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,1361
BBB,2013J,197759,F,South East Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,102.5,1361
BBB,2013J,199029,F,South Region,No Formal quals,0-35,0,60,N,Distinction,CMA,133.8,505
BBB,2013J,199029,F,South Region,No Formal quals,0-35,0,60,N,Distinction,TMA,109.8333333,505
BBB,2013J,199663,M,London Region,Post Graduate Qualification,35-55,0,60,N,Pass,CMA,133.8,403
BBB,2013J,199663,M,London Region,Post Graduate Qualification,35-55,0,60,N,Pass,TMA,108.5,403
BBB,2013J,202879,F,East Anglian Region,Lower Than A Level,0-35,1,60,N,Fail,TMA,20,117
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,176
BBB,2013J,203640,M,Yorkshire Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,110,176
BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,35-55,0,120,Y,Pass,CMA,133.8,1028
BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,35-55,0,120,Y,Pass,TMA,109.5,1028
BBB,2013J,227416,M,South East Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,114.75,93
BBB,2013J,227416,M,South East Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,91.8,93
BBB,2013J,230081,F,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass,CMA,133.8,727
BBB,2013J,230081,F,East Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass,TMA,104.6666667,727
BBB,2013J,233317,F,Yorkshire Region,HE Qualification,0-35,1,60,N,Pass,CMA,133.8,1112
BBB,2013J,233317,F,Yorkshire Region,HE Qualification,0-35,1,60,N,Pass,TMA,106,1112
BBB,2013J,233752,F,North Western Region,Lower Than A Level,35-55,0,60,N,Pass,CMA,133.8,7769
BBB,2013J,233752,F,North Western Region,Lower Than A Level,35-55,0,60,N,Pass,TMA,107.5,7769
BBB,2013J,233957,F,South Region,A Level or Equivalent,0-35,0,60,N,Fail,CMA,153.25,414
BBB,2013J,233957,F,South Region,A Level or Equivalent,0-35,0,60,N,Fail,TMA,114.2,414
BBB,2013J,234929,F,Wales,HE Qualification,0-35,1,60,N,Fail,CMA,133.8,422
BBB,2013J,234929,F,Wales,HE Qualification,0-35,1,60,N,Fail,TMA,114.8,422
BBB,2013J,240993,F,East Midlands Region,A Level or Equivalent,35-55,0,60,Y,Pass,CMA,133.8,1246
BBB,2013J,240993,F,East Midlands Region,A Level or Equivalent,35-55,0,60,Y,Pass,TMA,112.2,1246
BBB,2013J,241338,F,South West Region,Lower Than A Level,35-55,0,120,N,Fail,CMA,79,85
BBB,2013J,241338,F,South West Region,Lower Than A Level,35-55,0,120,N,Fail,TMA,52,85
BBB,2013J,243851,F,East Midlands Region,A Level or Equivalent,0-35,0,60,Y,Pass,CMA,133.8,1060
BBB,2013J,243851,F,East Midlands Region,A Level or Equivalent,0-35,0,60,Y,Pass,TMA,107.1666667,1060
BBB,2013J,243909,F,South West Region,Lower Than A Level,0-35,0,60,N,Fail,TMA,16,42
BBB,2013J,243992,F,South Region,HE Qualification,35-55,0,60,N,Pass,CMA,133.8,236
BBB,2013J,243992,F,South Region,HE Qualification,35-55,0,60,N,Pass,TMA,90.8,236
BBB,2013J,245987,F,South Region,A Level or Equivalent,35-55,1,60,Y,Pass,CMA,133.8,140
BBB,2013J,245987,F,South Region,A Level or Equivalent,35-55,1,60,Y,Pass,TMA,91.6,140
BBB,2013J,247902,F,West Midlands Region,Lower Than A Level,0-35,2,120,N,Pass,CMA,133.8,535
BBB,2013J,247902,F,West Midlands Region,Lower Than A Level,0-35,2,120,N,Pass,TMA,112.1666667,535
BBB,2013J,248653,M,London Region,A Level or Equivalent,0-35,0,120,N,Distinction,CMA,133.8,1079
BBB,2013J,248653,M,London Region,A Level or Equivalent,0-35,0,120,N,Distinction,TMA,107.5,1079
BBB,2013J,248716,F,North Region,HE Qualification,35-55,0,60,N,Pass,CMA,133.8,672
BBB,2013J,248716,F,North Region,HE Qualification,35-55,0,60,N,Pass,TMA,93,672
BBB,2013J,252257,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,405
BBB,2013J,252257,F,East Midlands Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,111.1666667,405
BBB,2013J,253577,F,Scotland,HE Qualification,0-35,0,60,N,Pass,CMA,133.8,2702
BBB,2013J,253577,F,Scotland,HE Qualification,0-35,0,60,N,Pass,TMA,110.3333333,2702
BBB,2013J,256998,F,East Midlands Region,Lower Than A Level,0-35,1,60,N,Pass,CMA,133.8,303
BBB,2013J,256998,F,East Midlands Region,Lower Than A Level,0-35,1,60,N,Pass,TMA,111,303
BBB,2013J,258035,F,North Western Region,HE Qualification,35-55,0,60,N,Distinction,CMA,133.8,1948
BBB,2013J,258035,F,North Western Region,HE Qualification,35-55,0,60,N,Distinction,TMA,110.5,1948
BBB,2013J,260179,F,Scotland,Lower Than A Level,0-35,1,60,N,Pass,CMA,125.25,164
BBB,2013J,260179,F,Scotland,Lower Than A Level,0-35,1,60,N,Pass,TMA,113.1666667,164
BBB,2013J,261332,M,North Western Region,Lower Than A Level,35-55,0,60,Y,Fail,CMA,56,262
BBB,2013J,261332,M,North Western Region,Lower Than A Level,35-55,0,60,Y,Fail,TMA,39.5,262
BBB,2013J,261466,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass,CMA,133.8,1965
BBB,2013J,261466,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass,TMA,110.3333333,1965
BBB,2013J,262639,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,453
BBB,2013J,262639,F,London Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,111.5,453
BBB,2013J,264152,F,Wales,A Level or Equivalent,0-35,1,120,N,Pass,CMA,133.8,3454
BBB,2013J,264152,F,Wales,A Level or Equivalent,0-35,1,120,N,Pass,TMA,95,3454
BBB,2013J,264744,F,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass,CMA,141.75,334
BBB,2013J,264744,F,West Midlands Region,A Level or Equivalent,0-35,0,120,N,Pass,TMA,112.3333333,334
BBB,2013J,265170,F,Wales,A Level or Equivalent,0-35,0,60,N,Fail,CMA,79,485
BBB,2013J,265170,F,Wales,A Level or Equivalent,0-35,0,60,N,Fail,TMA,31.5,485
BBB,2013J,266331,F,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction,CMA,133.8,1113
BBB,2013J,266331,F,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction,TMA,111.1666667,1113
BBB,2013J,266564,F,South Region,A Level or Equivalent,35-55,0,120,N,Pass,CMA,133.8,457
BBB,2013J,266564,F,South Region,A Level or Equivalent,35-55,0,120,N,Pass,TMA,112.5,457
BBB,2013J,268589,F,London Region,A Level or Equivalent,35-55,0,90,Y,Pass,CMA,133.8,2822
BBB,2013J,268589,F,London Region,A Level or Equivalent,35-55,0,90,Y,Pass,TMA,99.8,2822
BBB,2013J,269082,F,South East Region,HE Qualification,0-35,2,60,N,Distinction,CMA,133.8,2182
BBB,2013J,269082,F,South East Region,HE Qualification,0-35,2,60,N,Distinction,TMA,108.3333333,2182
BBB,2013J,269204,F,South Region,Lower Than A Level,35-55,0,60,N,Pass,CMA,133.8,1751
BBB,2013J,269204,F,South Region,Lower Than A Level,35-55,0,60,N,Pass,TMA,112.5,1751
BBB,2013J,270646,F,East Anglian Region,Lower Than A Level,0-35,0,90,N,Pass,CMA,133.8,190
BBB,2013J,270646,F,East Anglian Region,Lower Than A Level,0-35,0,90,N,Pass,TMA,108.6666667,190
BBB,2013J,272172,F,North Western Region,A Level or Equivalent,0-35,1,60,N,Fail,TMA,30,242
BBB,2013J,274247,F,South Region,Lower Than A Level,0-35,1,60,Y,Fail,CMA,133.8,202
BBB,2013J,274247,F,South Region,Lower Than A Level,0-35,1,60,Y,Fail,TMA,106,202
BBB,2013J,274971,F,Ireland,Lower Than A Level,35-55,0,75,N,Pass,CMA,114.75,580
BBB,2013J,274971,F,Ireland,Lower Than A Level,35-55,0,75,N,Pass,TMA,109.8333333,580
BBB,2013J,277537,M,North Western Region,Lower Than A Level,35-55,0,60,N,Fail,TMA,19,538
BBB,2013J,277812,F,South East Region,HE Qualification,35-55,0,60,N,Distinction,CMA,133.8,1343
BBB,2013J,277812,F,South East Region,HE Qualification,35-55,0,60,N,Distinction,TMA,103.3333333,1343
BBB,2013J,278272,M,East Anglian Region,HE Qualification,35-55,1,120,N,Fail,CMA,133.8,274
BBB,2013J,278272,M,East Anglian Region,HE Qualification,35-55,1,120,N,Fail,TMA,98.4,274
BBB,2013J,278794,F,South West Region,A Level or Equivalent,0-35,1,60,Y,Pass,CMA,189,523
BBB,2013J,278794,F,South West Region,A Level or Equivalent,0-35,1,60,Y,Pass,TMA,172.3333333,523
BBB,2013J,280140,F,Scotland,Lower Than A Level,0-35,2,60,Y,Fail,CMA,56,107
BBB,2013J,280140,F,Scotland,Lower Than A Level,0-35,2,60,Y,Fail,TMA,23,107
BBB,2013J,280151,F,London Region,A Level or Equivalent,0-35,0,210,Y,Fail,CMA,56,71
BBB,2013J,280151,F,London Region,A Level or Equivalent,0-35,0,210,Y,Fail,TMA,18,71
BBB,2013J,284906,F,East Midlands Region,A Level or Equivalent,0-35,2,60,N,Pass,CMA,133.8,405
BBB,2013J,284906,F,East Midlands Region,A Level or Equivalent,0-35,2,60,N,Pass,TMA,109.5,405
BBB,2013J,285050,M,North Western Region,HE Qualification,0-35,1,180,N,Fail,CMA,122.6666667,370
BBB,2013J,285050,M,North Western Region,HE Qualification,0-35,1,180,N,Fail,TMA,113.1666667,370
BBB,2013J,286402,F,Yorkshire Region,A Level or Equivalent,35-55,0,60,N,Distinction,CMA,133.8,1669
BBB,2013J,286402,F,Yorkshire Region,A Level or Equivalent,35-55,0,60,N,Distinction,TMA,110.1666667,1669
BBB,2013J,286690,F,Wales,Lower Than A Level,0-35,2,60,N,Fail,CMA,97,237
BBB,2013J,286690,F,Wales,Lower Than A Level,0-35,2,60,N,Fail,TMA,59.33333333,237
BBB,2013J,287107,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Distinction,CMA,133.8,4822
BBB,2013J,287107,F,North Western Region,A Level or Equivalent,35-55,0,60,N,Distinction,TMA,108.6666667,4822
BBB,2013J,287309,F,South West Region,Lower Than A Level,0-35,2,120,N,Pass,CMA,133.8,648
BBB,2013J,287309,F,South West Region,Lower Than A Level,0-35,2,120,N,Pass,TMA,113.3333333,648
BBB,2013J,287679,F,Wales,A Level or Equivalent,35-55,0,60,N,Pass,CMA,114.75,1293
BBB,2013J,287679,F,Wales,A Level or Equivalent,35-55,0,60,N,Pass,TMA,108.6,1293
BBB,2013J,289965,F,Wales,A Level or Equivalent,0-35,1,60,N,Fail,TMA,39,108
BBB,2013J,290089,M,London Region,Lower Than A Level,0-35,0,120,N,Distinction,CMA,133.8,1260
BBB,2013J,290089,M,London Region,Lower Than A Level,0-35,0,120,N,Distinction,TMA,97,1260
BBB,2013J,291544,F,South East Region,Lower Than A Level,0-35,0,60,Y,Distinction,CMA,133.8,628
BBB,2013J,291544,F,South East Region,Lower Than A Level,0-35,0,60,Y,Distinction,TMA,97.5,628
BBB,2013J,292537,F,South Region,Lower Than A Level,0-35,0,60,N,Pass,CMA,133.8,339
BBB,2013J,292537,F,South Region,Lower Than A Level,0-35,0,60,N,Pass,TMA,111.8333333,339
BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Distinction,CMA,133.8,466
BBB,2013J,293712,F,East Midlands Region,A Level or Equivalent,0-35,0,60,N,Distinction,TMA,108.3333333,466
BBB,2013J,293754,M,North Region,Lower Than A Level,35-55,0,60,N,Distinction,CMA,133.8,990
BBB,2013J,293754,M,North Region,Lower Than A Level,35-55,0,60,N,Distinction,TMA,111.1666667,990
BBB,2013J,293760,F,Ireland,Lower Than A Level,0-35,1,120,N,Pass,CMA,133.8,157
BBB,2013J,293760,F,Ireland,Lower Than A Level,0-35,1,120,N,Pass,TMA,113.1666667,157
BBB,2013J,301583,F,Yorkshire Region,A Level or Equivalent,0-35,1,60,N,Fail,TMA,19,399
BBB,2013J,301987,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass,CMA,125.25,943
BBB,2013J,301987,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass,TMA,108.5,943
BBB,2013J,303617,F,Wales,Lower Than A Level,0-35,0,60,N,Fail,TMA,18,248
BBB,2013J,305173,M,Wales,Lower Than A Level,0-35,2,60,N,Fail,TMA,18,41
BBB,2013J,305935,F,South East Region,HE Qualification,0-35,1,180,N,Fail,CMA,210,53
BBB,2013J,305935,F,South East Region,HE Qualification,0-35,1,180,N,Fail,TMA,208,53
BBB,2013J,306964,F,Scotland,Lower Than A Level,0-35,0,60,Y,Pass,CMA,133.8,536
